Variant,RMSE,MAE,R2
Single Tower,17.219822235784875,9.51601791381836,0.9207171201705933
Dual Tower (No Attention),13.473242910900582,7.430224418640137,0.9514637589454651
Full CFT-Net,26.741021191335772,15.382925033569336,0.8088043928146362
